,Time,headlines
15094,"April 21st, 2013 8:52 am",Seeds of future nature and agriculture policy sown 
15095,"April 20th, 2013 9:38 pm",Cannabis supporters take to the streets 
15096,"April 20th, 2013 8:04 pm",Keeping mum on Christiania 
15097,"April 20th, 2013 8:03 am",“I would never have found a job without my mentor” 
15098,"April 19th, 2013 7:58 pm",UPDATED: Birch pollen season hits Copenhagen 
15099,"April 19th, 2013 2:42 pm",Government turns attention to growth bill after wrapping up reforms 
15100,"April 19th, 2013 1:45 pm",SU reform: The main points 
15101,"April 19th, 2013 11:31 am",Kontanthjælp reform: The central points 
15102,"April 19th, 2013 10:19 am",SønderjyskE hunt Hawks 
15103,"April 19th, 2013 10:11 am",City government reform fails 
15104,"April 19th, 2013 8:29 am","Today’s front pages – Friday, April 19 "
15105,"April 18th, 2013 7:57 pm",Double honours for Danish directors at Cannes 
15106,"April 18th, 2013 3:00 pm",Freedom of information act could damage Denmark’s reputation 
15107,"April 18th, 2013 1:01 pm",Premier: Greenland’s future lies underground 
15108,"April 18th, 2013 10:58 am",Professor: Thorning-Schmidt only rose to power because she is a woman 
15109,"April 18th, 2013 10:13 am",How Europe’s dark horse became the Superliga’s white elephant 
15110,"April 18th, 2013 8:36 am","Today’s front pages – Thursday, April 18 "
15111,"April 17th, 2013 7:10 pm",Plan to revive European carbon trading market shot down 
15112,"April 17th, 2013 3:25 pm",Seven indicted for hacking and violence against political adversaries 
15113,"April 17th, 2013 1:22 pm",The right to run 
15114,"April 17th, 2013 11:09 am",Holger Danske statue auction sabotaged by radio programme 
15115,"April 17th, 2013 9:57 am",Enhedslisten targets drones 
15116,"April 17th, 2013 8:19 am","Today’s front pages – Wednesday, April 17 "
15117,"April 16th, 2013 9:38 pm",Missing Danish woman found dead in Switzerland 
15118,"April 16th, 2013 8:21 pm",Government locked in negotiations on welfare reform and growth bill 
15119,"April 16th, 2013 3:37 pm",Microsoft part of ambitious building project in Lyngby 
15120,"April 16th, 2013 1:55 pm",Loss of teacher support puts further pressure on government 
15121,"April 16th, 2013 12:15 pm",Opposition to freedom of information act gathering momentum 
15122,"April 16th, 2013 11:37 am",More babies taken into care after birth 
15123,"April 16th, 2013 10:38 am",Copenhagen Marathon to rethink security measures 
15124,"April 16th, 2013 9:42 am",Hostage drama was a media stunt 
15125,"April 16th, 2013 8:10 am","Today’s front pages – Tuesday, April 16 "
15126,"April 15th, 2013 7:54 pm",Sale of Holger Danske statue causes uproar 
15127,"April 15th, 2013 5:34 pm",Boom in number treated for ADHD 
15128,"April 15th, 2013 3:35 pm",UPDATE Hostage situation at Copenhagen Police headquarters resolved 
15129,"April 15th, 2013 3:16 pm",15-year-old arrested for shutting down local government association website 
15130,"April 15th, 2013 3:03 pm","Latest shooting incident likely unrelated to gang conflict, police say "
15131,"April 15th, 2013 1:53 pm",100 kilos of cocaine seized in Aarhus 
15132,"April 15th, 2013 1:11 pm",Parents look to sue councils over lockout 
15133,"April 15th, 2013 11:58 am",Who is … Martin Krasnik? 
15134,"April 15th, 2013 11:27 am",Danish nominees hope to bring home a Webby Award 
15135,"April 15th, 2013 11:09 am",28-year-old missing after a night on the town in Copenhagen 
15136,"April 15th, 2013 10:39 am",Olesen’s rally bodes well for future 
15137,"April 15th, 2013 10:12 am",Exiled writer claims unfair treatment in Aarhus 
15138,"April 15th, 2013 8:07 am","Today’s front pages – Monday, April 15 "
15139,"April 14th, 2013 9:07 pm",Survey: Copenhagen Airport has the best security in the world 
15140,"April 14th, 2013 8:11 am",Erotic magazine wants to rename the vagina 
15141,"April 13th, 2013 11:45 am",Minister: We have a moral responsibility for Afghan interpreters 
15142,"April 13th, 2013 8:56 am",Broncos are well  and truly bucked 
15143,"April 13th, 2013 8:03 am",A culture all of their own 
15144,"April 12th, 2013 7:26 pm",Conference gauges the progress of progressives 
15145,"April 12th, 2013 3:15 pm",More animals spreading to Denmark 
15146,"April 12th, 2013 1:32 pm",Bare-footed blue-blood your best bet at Eurovision 
15147,"April 12th, 2013 11:44 am",Man still in critical condition after being shot in the head 
15148,"April 12th, 2013 10:14 am",Teachers organise massive demonstration 
15149,"April 12th, 2013 8:45 am",Gang crime stretching police resources 
15150,"April 12th, 2013 8:11 am","Today’s front pages – Friday, April 12 "
15151,"April 11th, 2013 8:25 pm",Mobile phones could soon put the Dankort out to pasture 
15152,"April 11th, 2013 5:25 pm","Development aid flows to Zimbabwe again, while Uganda pays some back "
15153,"April 11th, 2013 5:08 pm",Badminton battle averted 
15154,"April 11th, 2013 2:34 pm",Tourist boat discovers dead body 
15155,"April 11th, 2013 1:55 pm",UPDATE: NemID system running again following attack 
15156,"April 11th, 2013 12:49 pm","Gang exit strategy failing, politicians say "
15157,"April 11th, 2013 11:00 am","Millions walk away from car crashes, but few survive Amen Corner "
15158,"April 11th, 2013 10:54 am",Deputy mayor criticises location of new Metro staircase 
15159,"April 11th, 2013 8:31 am","Today’s front pages – Thursday, April 11 "
15160,"April 10th, 2013 7:57 pm",Proposed city government reform hanging by a thread 
15161,"April 10th, 2013 5:05 pm",Commission: productivity of service sector too low 
15162,"April 10th, 2013 3:39 pm",Man with sexsomnia acquitted of rape 
15163,"April 10th, 2013 2:12 pm",No love lost between screenwriter and film producer 
15164,"April 10th, 2013 1:07 pm",Green card programme faces shakeup 
15165,"April 10th, 2013 11:29 am",Police trumpet drug task force success 
15166,"April 10th, 2013 10:10 am",No more vehicles in front of Christiansborg 
15167,"April 10th, 2013 8:23 am","Today’s front pages – Wednesday, April 10 "
15168,"April 9th, 2013 7:53 pm",Denmark may be on its way out of Europol 
15169,"April 9th, 2013 4:09 pm",International school teachers frustrated over lockout 
15170,"April 9th, 2013 2:24 pm",Successful immigrant mentoring programme loses funding 
15171,"April 9th, 2013 12:53 pm",Denmark ends Iranian drug crime support 
15172,"April 9th, 2013 11:36 am",Citizenship waiting times soaring 
15173,"April 9th, 2013 10:22 am",Half of Denmark to enjoy cheaper energy at night by 2015 
15174,"April 9th, 2013 9:48 am",New Tivoli ride takes you to the stars – with nausea 
15175,"April 9th, 2013 9:36 am",Insights into a mode of working 
15176,"April 9th, 2013 8:09 am","Today’s front pages – Tuesday, April 9 "
15177,"April 8th, 2013 8:10 pm",Mayor’s party officially endorses legal cannabis ahead of elections 
15178,"April 8th, 2013 3:05 pm",Ethiopian orphanage used ‘child harvesters’ to find children 
15179,"April 8th, 2013 12:41 pm",Teachers doomed before negotiations even started 
15180,"April 8th, 2013 11:04 am",Faroe Islands seeking to stem brain drain 
15181,"April 8th, 2013 9:56 am",City spending 850 million kroner on social initiatives 
15182,"April 8th, 2013 8:30 am","Today’s front pages – Monday, April 8 "
15183,"April 7th, 2013 3:46 pm",New Zealanders offended by MP’s “appalling ignorance” 
15184,"April 7th, 2013 2:18 pm",Priest to parishioners: Be fruitful and multiply 
15185,"April 7th, 2013 8:05 am",Raising international children: Challenges and rewards 
15186,"April 6th, 2013 8:04 am",Who is … Søren Ryge? 
15187,"April 6th, 2013 7:58 am",Light rail touted as cure for city’s congestion 
15188,"April 5th, 2013 7:49 pm",Dane in Central African Republic: “I felt in danger” 
15189,"April 5th, 2013 5:00 pm",A tale of two Rasmussens 
15190,"April 5th, 2013 4:31 pm",More ‘Hannibal Rising’ than ‘The Silence of the Lambs’ 
15191,"April 5th, 2013 2:32 pm",Ethnic minority group’s funding “better spent elsewhere” 
15192,"April 5th, 2013 1:52 pm",Maersk in “massive” North Sea investment 
15193,"April 5th, 2013 11:11 am","Facing kidnapping charge, father stays away from Austrian trial "
15194,"April 5th, 2013 9:13 am","Today’s front pages – Friday, April 5 "
15195,"April 4th, 2013 2:41 pm",Two jailed for carpark murder 
15196,"April 4th, 2013 2:02 pm",China-Europe research centre opening in Copenhagen 
15197,"April 4th, 2013 12:37 pm",Universities fined for having too many foreign students 
15198,"April 4th, 2013 11:52 am",Swiss police suspect disappeared Dane drowned herself 
15199,"April 4th, 2013 10:44 am",Injection room saves 30 lives 
15200,"April 4th, 2013 8:38 am","Today’s front pages – Thursday, April 4 "
15201,"April 3rd, 2013 7:55 pm",Provinces not as racist as film institute believed 
15202,"April 3rd, 2013 4:23 pm",Government and entertainment industry reaping rewards of teacher lockout 
15203,"April 3rd, 2013 3:40 pm",DSB sacks deputy director over Waterfrontgate 
15204,"April 3rd, 2013 2:31 pm",Foreigners owning more Danish businesses 
15205,"April 3rd, 2013 12:25 pm",Report contradicts Defence Ministry on Afghan interpreters 
15206,"April 3rd, 2013 11:06 am",EU ruling on SU to cost millions 
15207,"April 3rd, 2013 9:46 am",Danish woman missing in Switzerland 
15208,"April 3rd, 2013 8:18 am","Today’s front pages – Wednesday, April 3 "
15209,"April 2nd, 2013 8:39 pm",Two arrested for Albertslund arson attacks 
15210,"April 2nd, 2013 7:52 pm",Massive infrastructure investments may cause labour shortages 
15211,"April 2nd, 2013 5:24 pm",Pissing Danes piss off the Chinese 
15212,"April 2nd, 2013 2:30 pm",Cyclists get green light 
15213,"April 2nd, 2013 2:24 pm",‘Subway Surfers’ emerges from the underground 
15214,"April 2nd, 2013 12:57 pm",Teacher lockout leaves children at a loose end 
15215,"April 2nd, 2013 11:32 am",Denmark a hotbed of steroid use 
15216,"April 2nd, 2013 10:30 am",Man behind Aarhus bomb threat admitted to psych ward 
15217,"April 2nd, 2013 8:53 am","Today’s front pages – Tuesday, April 2 "
15218,"April 1st, 2013 4:56 pm",Plant your pencil 
15219,"March 31st, 2013 8:08 pm",“The Lannisters are the Manchester United of ‘Game of Thrones'” 
15220,"March 30th, 2013 8:07 pm",The last miracle: did Jesus survive being crucified? 
15221,"March 30th, 2013 11:51 am",Danish money is the dirtiest in Europe 
15222,"March 29th, 2013 7:58 pm",The end of an era as plastic replaces paper for public transport 
15223,"March 29th, 2013 8:05 am",Growing up half-Danish: A tale of two cultures 
15224,"March 28th, 2013 11:14 am",March is the cruelest month … this year 
15225,"March 28th, 2013 9:07 am",Laudrup odds on for top 
15226,"March 28th, 2013 8:44 am",The teachers’ conflict: What it’s all about 
15227,"March 27th, 2013 8:09 pm",Czech point and Bulgarian blockade negotiated: The road to Brazil is open again 
15228,"March 27th, 2013 5:20 pm",CO2 emissions dropped sharply in 2012 
15229,"March 27th, 2013 4:38 pm",Denmark targets Africa for increasing exports 
15230,"March 27th, 2013 3:13 pm",Police make arrest in terrorist threat on Aarhus city bus 
15231,"March 27th, 2013 2:40 pm",Electronic travel card has already cost two billion kroner 
15232,"March 27th, 2013 1:28 pm",Danes reject the idea of an afterlife 
15233,"March 27th, 2013 11:49 am",Asylum applications rising 
15234,"March 27th, 2013 10:40 am",Study raises new concerns over carcinogen found in food 
15235,"March 27th, 2013 8:57 am","Today’s front pages – Wednesday, March 27 "
15236,"March 26th, 2013 11:05 pm",Denmark held by bullish Bulgarians 
15237,"March 26th, 2013 8:17 pm",Nation scores lowest in western Europe in attitude toward foreigners 
15238,"March 26th, 2013 4:48 pm",Gang war stressing police and politicians 
15239,"March 26th, 2013 2:57 pm",Stop-and-search zones extended yet again 
15240,"March 26th, 2013 12:55 pm",Newcomers: We’re not learning enough about Denmark 
15241,"March 26th, 2013 12:12 pm",Teachers: lockout puts citizenship applications in jeopardy 
15242,"March 26th, 2013 10:50 am",Danes are out of danger after Central African Republic upheaval 
15243,"March 26th, 2013 10:27 am",Bayerngas threatens to end North Sea oil investments 
15244,"March 26th, 2013 8:16 am","Today’s front pages – Tuesday, March 26 "
15245,"March 25th, 2013 7:21 pm",PR company spied on DSB-critical journalist 
15246,"March 25th, 2013 5:00 pm",Employees charged in youth home abuse case 
15247,"March 25th, 2013 4:26 pm",It’s official: Lockout to take effect April 2 
15248,"March 25th, 2013 3:25 pm",Brothers found guilty of training for terror 
15249,"March 25th, 2013 2:57 pm",Haircut fight headed for round two 
15250,"March 25th, 2013 2:41 pm",Sperm donor with genetic illness speaks out 
15251,"March 25th, 2013 1:44 pm",Family member: Danes trapped by Central African Rep. unrest 
15252,"March 25th, 2013 11:42 am",Denmark indirectly supporting Iranian drug executions 
15253,"March 25th, 2013 10:08 am",Food minister “furious” after latest meat scandal 
15254,"March 25th, 2013 9:00 am","Today’s front pages – Monday, March 25 "
15255,"March 23rd, 2013 8:09 pm",Who is …  Shaky González? 
15256,"March 23rd, 2013 8:04 pm",Mourning the auteurs: are the days of the visionaries numbered? 
15257,"March 23rd, 2013 7:31 am",City deems anti-litter project unnecessary 
15258,"March 23rd, 2013 7:30 am",New aquarium makes a splash with more than just fish 
15259,"March 22nd, 2013 11:19 pm",Danes Czech into world cup race 
15260,"March 22nd, 2013 8:03 pm",Free press advocates call discriminated student a “media whore” 
15261,"March 22nd, 2013 2:20 pm",Lockout likely as Easter approaches 
15262,"March 22nd, 2013 1:52 pm",Danish researchers: The universe is older than we think 
15263,"March 22nd, 2013 12:28 pm",Executive salaries skyrocketing 
15264,"March 22nd, 2013 10:43 am",High-profile exits hurt SF on all fronts 
15265,"March 22nd, 2013 9:57 am",Young people disinterested in local politics 
15266,"March 22nd, 2013 9:08 am",Second best belle at Indian Wells 
15267,"March 22nd, 2013 9:03 am","Today’s front pages – Friday, March 22 "
15268,"March 21st, 2013 8:25 pm",Greenland government ready to ban Danish from parliament 
15269,"March 21st, 2013 4:18 pm",30 arrested in new gang raid 
15270,"March 21st, 2013 2:44 pm",Answers sought in psychiatric patient deaths 
15271,"March 21st, 2013 1:59 pm",Infrastructure promised investment worth billions 
15272,"March 21st, 2013 12:55 pm",E-voting proposal shot down 
15273,"March 21st, 2013 12:10 pm",Roj TV on the agenda during Turkish PM’s visit 
15274,"March 21st, 2013 11:19 am",Government won’t budge on book prices 
15275,"March 21st, 2013 10:31 am",Activists mark the tenth anniversary of the Iraq War 
15276,"March 21st, 2013 9:40 am",Boy released in Albertslund arson case 
15277,"March 21st, 2013 8:19 am","Today’s front pages – Thursday, March 21 "
15278,"March 20th, 2013 7:46 pm",Former culture minister deemed not guilty of conflict of interest 
15279,"March 20th, 2013 3:43 pm",Agreement reached on new Storstrøm Bridge 
15280,"March 20th, 2013 1:47 pm",Socialdemokraterne may be losing voters but it’s picking up politicians 
15281,"March 20th, 2013 12:22 pm",Afghanistan exit puts defence minister under pressure to act on interpreters 
15282,"March 20th, 2013 11:23 am",SAS misleading delayed passengers and failing to follow EU law 
15283,"March 20th, 2013 10:36 am",Rejected asylum seekers flown home 
15284,"March 20th, 2013 9:08 am","Today’s front pages – Wednesday, March 20 "
15285,"March 19th, 2013 6:56 pm",Artists aim to remind us that war is hell 
15286,"March 19th, 2013 3:53 pm",Language centres would be affected by teacher lockout 
15287,"March 19th, 2013 2:18 pm",Men can now urinate on Strøget … legally 
15288,"March 19th, 2013 12:24 pm",Denmark to pull out of Afghanistan early 
15289,"March 19th, 2013 11:39 am",Business leaders say that Thorning-Schmidt’s government is best for competitiveness 
15290,"March 19th, 2013 10:54 am",Three shootings yesterday result in five arrests 
15291,"March 19th, 2013 10:46 am",Foreign minister pushes for historic weapons treaty 
15292,"March 19th, 2013 8:15 am","Today’s front pages – Tuesday, March 19 "
15293,"March 18th, 2013 7:48 pm",Cheaper beer – and more Swedes – on the horizon 
15294,"March 18th, 2013 4:28 pm",Disabled residents locked in and possibly brutalised 
15295,"March 18th, 2013 2:15 pm",Government accused of not playing fair in teacher negotiations 
15296,"March 18th, 2013 12:37 pm",“Innocent family man” possibly the latest victim of ongoing gang violence 
15297,"March 18th, 2013 11:26 am",‘God’s Work’ does not belong to Vatican 
15298,"March 18th, 2013 10:53 am",Police rule out foul play in newspaper deliveryman’s death 
15299,"March 18th, 2013 10:16 am",Police search for clues in bar stabbing 
15300,"March 18th, 2013 9:33 am",Winter coming back with a vengeance 
15301,"March 18th, 2013 8:15 am","Today’s front pages – Monday, March 18 "
15302,"March 17th, 2013 7:51 am",Should foreigners be allowed to vote in  ‘Hulabula-land’? 
15303,"March 16th, 2013 10:03 am",Who is … John Kelleher? 
15304,"March 16th, 2013 7:02 am","Fareed helped in Afghanistan, but Denmark won’t help him "
15305,"March 15th, 2013 10:53 pm",Life after cannabis prohibition: The city announces its ambitions 
15306,"March 15th, 2013 6:56 pm",New citizenship tests still not ready 
15307,"March 15th, 2013 6:01 pm","Stop criminalising pot smokers, demonstrators say "
15308,"March 15th, 2013 3:08 pm",New pope gets lukewarm reception from Danish leaders 
15309,"March 15th, 2013 1:40 pm",Crime rates have decreased 
15310,"March 15th, 2013 12:17 pm",Employment minister accused of cooking benefits books 
15311,"March 15th, 2013 12:02 pm","Boil your berries, food authority warns "
15312,"March 15th, 2013 12:01 pm",Sports news in brief (March 15-21) 
15313,"March 15th, 2013 10:49 am",Government wants compensation from bosses behind bank failures 
15314,"March 15th, 2013 10:08 am",Norwegian reveals new flights to US and Bangkok 
15315,"March 15th, 2013 9:12 am","Today’s front pages – Friday, March 15 "
15316,"March 14th, 2013 8:00 pm",Following in his father’s footsteps all the way to Formula One 
15317,"March 14th, 2013 7:02 pm",Seattle downplays likelihood of sending pot to Copenhagen 
15318,"March 14th, 2013 3:29 pm",Too big to fail: Six most important banks identified 
15319,"March 14th, 2013 1:56 pm",Police carry out another gang raid 
15320,"March 14th, 2013 1:23 pm",Freesheet 24timer closing its doors 
15321,"March 14th, 2013 12:13 pm",Arsonists terrorising Albertslund 
15322,"March 14th, 2013 10:41 am",Two Copenhagen restaurants get two Michelin stars 
15323,"March 14th, 2013 8:34 am","Today’s front pages – Thursday, March 14 "
15324,"March 13th, 2013 6:46 pm",Book industry united in resolve to address liberalisation damage 
15325,"March 13th, 2013 3:28 pm",Cops make gruesome discovery in Taastrup flat 
15326,"March 13th, 2013 2:10 pm",New law ends Christiania’s special status 
15327,"March 13th, 2013 1:33 pm",Superstar Danish architect wins Smithsonian contract 
15328,"March 13th, 2013 12:31 pm",Greenlanders vote for change 
15329,"March 13th, 2013 12:06 pm",Topless Danish gymnasts cause a stir in Brazil 
15330,"March 13th, 2013 11:34 am",Police raid nets 15 gang-related arrests 
15331,"March 13th, 2013 10:48 am",Government proposal to improve mobile and internet coverage 
15332,"March 13th, 2013 8:42 am","Today’s front pages – Wednesday, March 13 "
15333,"March 12th, 2013 6:50 pm",250mn kr plan to promote green technology exports 
15334,"March 12th, 2013 5:32 pm",Greenlanders head to the polls 
15335,"March 12th, 2013 2:36 pm",Lykketoft favourite for top UN job 
15336,"March 12th, 2013 1:22 pm",Copenhagen looking to import cannabis from the US 
15337,"March 12th, 2013 12:50 pm","For working women, Denmark near top "
15338,"March 12th, 2013 12:14 pm",Police raid 42 addresses in gang crackdown 
15339,"March 12th, 2013 9:47 am",Police make arrest in Christiania assault case 
15340,"March 12th, 2013 8:16 am","Today’s front pages – Tuesday, March 12 "
15341,"March 11th, 2013 7:52 pm",Heroin addicts find that their state-funded fixes leave them bored 
15342,"March 11th, 2013 4:27 pm",No cash for dead sheep 
15343,"March 11th, 2013 3:29 pm",A cold day avoiding hell with Folkekirkens Nødhjælp 
15344,"March 11th, 2013 2:45 pm",Christiania residents make good on promise to turn in assailant 
15345,"March 11th, 2013 2:01 pm",US criticises Denmark for letting former Guantanamo detainee “return to jihad” 
15346,"March 11th, 2013 12:57 pm",Agreement on barrack closures in place 
15347,"March 11th, 2013 12:05 pm",Police suspect Nørrebro shooting was gang-related 
15348,"March 11th, 2013 9:55 am",Man in critical condition after Christiania assault 
15349,"March 11th, 2013 9:45 am",Rasmussen: Danish Olympic riders were doping 
15350,"March 11th, 2013 8:21 am","Today’s front pages – Monday, March 11 "
15351,"March 10th, 2013 8:00 pm","Across the plains of France, Italy and Spain, the men on a mission "
15352,"March 10th, 2013 12:57 pm",Bangladeshi minorities protest at Rådhuspladsen 
15353,"March 10th, 2013 12:20 pm",Copenhagen mayor lends support to gay Lithuanians 
15354,"March 9th, 2013 10:00 am",Who is … Thomas Rode Andersen ? 
15355,"March 9th, 2013 7:51 am","Foreign aid: It makes us feel better, but does it work? "
15356,"March 8th, 2013 7:45 pm",Defence policy change puts emphasis on national interests 
15357,"March 8th, 2013 2:02 pm",Tax return mistakes affect millions 
15358,"March 8th, 2013 1:17 pm",World’s greatest restaurant makes people sick 
15359,"March 8th, 2013 12:40 pm",India suspects Denmark of stalling on gunrunner case 
15360,"March 8th, 2013 12:08 pm",Changes to dog regulations on the way 
15361,"March 8th, 2013 11:19 am",Italian man stabbed outside Christiania 
15362,"March 8th, 2013 10:15 am",Denmark a less attractive tourist destination 
15363,"March 8th, 2013 9:38 am","Today’s front pages – Friday, March 8 "
15364,"March 7th, 2013 8:00 pm","More awards than the Oscars, and even more next week! "
15365,"March 7th, 2013 6:13 pm",Atheists lobby for non-religious cemetery 
15366,"March 7th, 2013 5:00 pm",Sports news in brief (March 8-14) 
15367,"March 7th, 2013 2:38 pm",Leg-d’oh! Toymaker looks to make Simpsons deal 
15368,"March 7th, 2013 1:08 pm",Ministers: Learn Danish or lose unemployment benefits 
15369,"March 7th, 2013 11:48 am",Second Danish jihadist killed in Syria 
15370,"March 7th, 2013 11:10 am",Danish officials in India to discuss gunrunner 
15371,"March 7th, 2013 9:58 am",Special delivery: Dead dog sent to agriculture minister 
15372,"March 7th, 2013 8:51 am","Today’s front pages – Thursday, March 7 "
15373,"March 6th, 2013 7:51 pm",Serbia promises to combat influx of ‘fake’ asylum seekers 
15374,"March 6th, 2013 4:45 pm",Government backs new EU banking regulations 
15375,"March 6th, 2013 3:32 pm",Six Danes among world’s richest people 
15376,"March 6th, 2013 2:08 pm",Copenhagen A&amp;Es closing to walk-ins 
15377,"March 6th, 2013 11:54 am",Troubled Vejle restaurant goes bankrupt 
15378,"March 6th, 2013 10:14 am",Construction begins on skiable rubbish power plant 
15379,"March 6th, 2013 9:47 am",Police make arrest in Aarhus bomb threat case 
15380,"March 6th, 2013 9:41 am",Bendtner hit with biggest drink driving fine in Danish history 
15381,"March 6th, 2013 9:07 am","Today’s front pages – Wednesday, March 6 "
15382,"March 5th, 2013 7:53 pm",Report: Buying local may be cheaper 
15383,"March 5th, 2013 3:02 pm",GE suing Danfoss for price-fixing losses 
15384,"March 5th, 2013 1:52 pm",Teacher negotiations see another twist 
15385,"March 5th, 2013 1:25 pm",Very drunk Bendtner didn’t have valid driver’s license 
15386,"March 5th, 2013 11:52 am",DSB loses millions on IT project 
15387,"March 5th, 2013 10:06 am","Vehicle registration fees should be dropped, economist says "
15388,"March 5th, 2013 8:55 am",Energy drink consumption skyrockets 
15389,"March 5th, 2013 8:21 am","Today’s front pages – Tuesday, March 5 "
15390,"March 4th, 2013 7:48 pm",Store owners angry that shopping area to once again become construction zone 
15391,"March 4th, 2013 5:43 pm",Bendtner given six-month ban from national football team 
15392,"March 4th, 2013 5:22 pm",Economy may be headed back into recession 
15393,"March 4th, 2013 3:21 pm",Tax authority pursuing Microsoft for 5.8 billion kroner 
15394,"March 4th, 2013 2:12 pm",Letting the poop do the talking 
15395,"March 4th, 2013 12:52 pm",Tax website swamped 
15396,"March 4th, 2013 11:25 am",More SU cheaters getting caught 
15397,"March 4th, 2013 10:53 am",Vestager: Teachers “creating myths” about education reform 
15398,"March 4th, 2013 10:16 am",Mayors reject legal cannabis proposal 
15399,"March 4th, 2013 8:18 am","Today’s front pages – Monday, March 4 "
15400,"March 3rd, 2013 12:00 pm",Who is … Jacob Haugaard? 
15401,"March 2nd, 2013 10:51 am",Take us back to a place we’ve never been before 
15402,"March 2nd, 2013 8:21 am",Woman stalked by serial bicycle-seat wanker 
15403,"March 2nd, 2013 8:12 am",Policymakers short on occupational and educational experience 
15404,"March 1st, 2013 4:27 pm",Cyber crooks target credit card information 
15405,"March 1st, 2013 2:50 pm",Social minister stops adoptions from Ethiopian orphanage 
15406,"March 1st, 2013 2:32 pm",This one’s coming in like a lamb 
15407,"March 1st, 2013 1:34 pm",Government reveals massive infrastructure plans 
15408,"March 1st, 2013 12:36 pm",Wild boars make a comeback too 
15409,"March 1st, 2013 11:10 am","Demonstrators: “It is not only a breach of promise, it is treachery” "
15410,"March 1st, 2013 11:00 am",Sports news in brief (March 1-7) 
15411,"March 1st, 2013 10:08 am",Men charged with stealing documents about Nazi collaborators 
15412,"March 1st, 2013 9:15 am","Today’s front pages – Friday, March 1 "
15413,"February 28th, 2013 8:00 pm","Cup win makes Laudrup a legend, but will it be his swan song? "
15414,"February 28th, 2013 5:01 pm",Finance minister threatens lockout as school reform debate breaks down 
15415,"February 28th, 2013 3:17 pm",Six-year old’s family reunification case to set legal precedent 
15416,"February 28th, 2013 2:10 pm",Massive police raid targets gang members 
15417,"February 28th, 2013 12:00 pm",Cutting its strings to tackle issues like child pornography 
15418,"February 28th, 2013 11:55 am",Scandia CEO could face embezzlement charges 
15419,"February 28th, 2013 8:50 am","Today’s front pages – Thursday, Feb 28 "
15420,"February 27th, 2013 7:59 pm",PM battling internal upheaval over “stupid” reforms 
15421,"February 27th, 2013 6:14 pm","DONG in deep debt, annual report shows "
15422,"February 27th, 2013 3:56 pm",Test confirms horsemeat in IKEA meatballs 
15423,"February 27th, 2013 2:42 pm",Government’s growth bill under scrutiny 
15424,"February 27th, 2013 12:31 pm",Social-democratic slump deepens as PM’s party slips to third in poll 
15425,"February 27th, 2013 10:32 am",No increased transparency of intelligence agency 
15426,"February 27th, 2013 8:53 am","Today’s front pages – Wednesday, Feb 27 "
15427,"February 26th, 2013 9:36 pm",Maersk’s oil deal to remain untouched until 2043 
15428,"February 26th, 2013 8:22 pm",Social media event shows that Danes love Facebook but lag behind on Twitter 
15429,"February 26th, 2013 4:39 pm",Stop-and-search zones prolonged again 
15430,"February 26th, 2013 2:30 pm",Newspaper denied access to documents behind new freedom of information law 
15431,"February 26th, 2013 1:58 pm",Crime victims to receive faster compensation 
15432,"February 26th, 2013 1:01 pm",Government presents growth and jobs bill 
15433,"February 26th, 2013 12:58 pm",Government reforms lead to political chaos 
15434,"February 26th, 2013 12:09 pm",Farmers afraid of the big bad wolf 
15435,"February 26th, 2013 10:45 am",Fifty SuperBest stores become Eurospar 
15436,"February 26th, 2013 9:59 am",City to get critical bicycle path 
15437,"February 26th, 2013 8:12 am","Today’s front pages – Tuesday, Feb 26 "
15438,"February 25th, 2013 9:44 pm",More Danes grow their own cannabis 
15439,"February 25th, 2013 7:43 pm",“Extraordinary circumstances” responsible for long lines at Immigration Service 
15440,"February 25th, 2013 4:22 pm",The facts: Kontanthjælp reform 
15441,"February 25th, 2013 4:21 pm",Unemployment reform targets uneducated youth 
15442,"February 25th, 2013 2:53 pm",IKEA to stop selling meatballs after horsemeat discovery 
15443,"February 25th, 2013 1:19 pm",Councils defying unemployment reform 
15444,"February 25th, 2013 11:24 am",Government to cut corporate tax 
15445,"February 25th, 2013 10:01 am","Budget ballet, but still a bargain "
15446,"February 25th, 2013 9:45 am",Slaughterhouse to be reported to police over horsemeat 
15447,"February 25th, 2013 8:26 am","Today’s front pages – Monday, Feb 25 "
15448,"February 24th, 2013 8:00 pm","Their fans cheer, full of beer, champions-elect for another year "
15449,"February 24th, 2013 6:56 pm",Cup glory for Laudrup and Swansea 
15450,"February 24th, 2013 2:00 pm",Not clowning about: a cirque cure for coulrophobia 
15451,"February 24th, 2013 10:37 am",Duelling demonstrations lead to arrests 
15452,"February 24th, 2013 10:19 am",Distortion to forego city centre this year 
15453,"February 23rd, 2013 9:00 am",Sports news in brief (Feb 15-21) 
15454,"February 23rd, 2013 8:09 am",Anti-litter project goes down the tubes 
15455,"February 22nd, 2013 7:30 pm",EU verdict could sabotage SU reform 
15456,"February 22nd, 2013 4:33 pm",Police try to get to the bottom of rash of gang shootings 
15457,"February 22nd, 2013 3:13 pm",EU carbon market revival receives Danish backing 
15458,"February 22nd, 2013 12:21 pm","Slow growth for Maersk, but increase in hiring on the way "
15459,"February 22nd, 2013 10:51 am",Spring is coming … maybe 
