,Time,headlines
6129,"June 10th, 2016 12:13 pm",Politicians and women rights’ organisations in Denmark want to ban ‘tampon tax’ 
6130,"June 10th, 2016 9:48 am",Danish school bans Muslim woman from praying during school hours 
6131,"June 10th, 2016 8:45 am","Daycare worker background checks inadequate in capital, claims audit "
6132,"June 10th, 2016 8:38 am",Danish voluntary network to teach European businesses how to avoid bankruptcy 
6133,"June 10th, 2016 8:32 am",Danish helicopter accused of violating Finnish airspace 
6134,"June 10th, 2016 8:29 am",Swedish SAS pilots inching closer to striking 
6135,"June 10th, 2016 7:00 am",Today’s Date: Queen ties the knot 
6136,"June 9th, 2016 9:57 pm",Four Danes win prestigious science award 
6137,"June 9th, 2016 8:39 pm",University of Copenhagen’s English-language news service to close 
6138,"June 9th, 2016 7:30 pm","The male abortion: no clinic, no contributions, no connection "
6139,"June 9th, 2016 3:07 pm",Denmark confirms purchase of 27 new fighter jets 
6140,"June 9th, 2016 2:14 pm",New IT system causing chaos at Danish hospitals 
6141,"June 9th, 2016 12:12 pm",Danish women charged more for personal care products than men 
6142,"June 9th, 2016 10:46 am",Suspected serial arsonist charged in Odense 
6143,"June 9th, 2016 10:35 am",Danish Parliament passes new rules for property development 
6144,"June 9th, 2016 10:07 am",Pleasant summer’s day on the way – contrary to earlier forecasts 
6145,"June 9th, 2016 9:03 am",Dong flotation price to value company at nearly 100 billion kroner 
6146,"June 9th, 2016 9:00 am",Copenhagen residents feel safer 
6147,"June 9th, 2016 8:50 am",Danes losing 100 million kroner every year in lost bottle and can deposits 
6148,"June 9th, 2016 8:25 am",‘Klovn’ all set for an American remake 
6149,"June 9th, 2016 7:00 am","Outdoor and in, there’s no escaping the din of Euro 2016 "
6150,"June 8th, 2016 8:29 pm",Bridge-walks across Little Belt overwhelmingly popular 
6151,"June 8th, 2016 5:40 pm",More Thai women settling in the Faroe Islands 
6152,"June 8th, 2016 5:15 pm",Danish church hindering construction of high-rise buildings 
6153,"June 8th, 2016 5:04 pm","Copenhagen Airport confiscated over 50,000 counterfeit products "
6154,"June 8th, 2016 4:55 pm",Stabbing victim from Vejle refuses to co-operate with Funen Police 
6155,"June 8th, 2016 4:54 pm",Police charge asylum-seekers with attacking Red Cross workers at centre 
6156,"June 8th, 2016 2:07 pm",Construction error on culture centre in Aarhus will cost millions to fix 
6157,"June 8th, 2016 12:46 pm","Putting your feet on train seats is disgusting, says Danish commuter group "
6158,"June 8th, 2016 11:05 am",Danes smoking more illegal cigarettes 
6159,"June 8th, 2016 10:13 am",Copenhagen launches world’s first city data marketplace 
6160,"June 8th, 2016 10:11 am",More Danes in favour of referendum on the EU 
6161,"June 8th, 2016 8:58 am","New foreign criminal proposals could compromise Denmark’s legal system, warns judges association "
6162,"June 8th, 2016 8:50 am",Trip to Jordan reveals opportunities for Danish companies 
6163,"June 8th, 2016 8:45 am",Area on Mars to be named after famous Danish scientist 
6164,"June 8th, 2016 7:00 am",Today’s Date: Denmark’s peasants revolt 
6165,"June 7th, 2016 7:21 pm",Harald Nyborg owner losing millions on spring water and furniture 
6166,"June 7th, 2016 5:43 pm",Danish expert: Do not wear crocs! 
6167,"June 7th, 2016 4:45 pm",Rygaards opens new resource centre 
6168,"June 7th, 2016 4:25 pm",Danish tech producing sustainable fish in Vietnam 
6169,"June 7th, 2016 4:20 pm",Danish asylum-seekers could get their own football league 
6170,"June 7th, 2016 2:26 pm",Copenhagen Wolves throwing in the towel 
6171,"June 7th, 2016 11:46 am",Danish/German education co-op to lift the border region 
6172,"June 7th, 2016 11:44 am",Utzon’s Sydney Opera House drama hitting the silver screen 
6173,"June 7th, 2016 11:42 am",Denmark’s national gallery removes the word ‘neger’ from artwork 
6174,"June 7th, 2016 10:28 am",Refugees trying to get into Sweden from Denmark under trucks 
6175,"June 7th, 2016 8:37 am",Danish men keep getting taller 
6176,"June 7th, 2016 8:17 am",New Danish cultural canon targeted by online pranksters 
6177,"June 7th, 2016 7:47 am",Experts claim viral Momondo DNA advert isn’t all it’s cracked up to be 
6178,"June 6th, 2016 4:53 pm",Business news in brief: Dong shares getting more expensive 
6179,"June 6th, 2016 4:20 pm",Poland’s under-fire president coming to Denmark 
6180,"June 6th, 2016 3:30 pm",Danish boxing remembers Muhammad Ali 
6181,"June 6th, 2016 2:53 pm",Residents deserting tiny community on remote Danish island of Christiansø 
6182,"June 6th, 2016 1:36 pm",Danish police warning motorists not to stop for beggars while driving 
6183,"June 6th, 2016 11:35 am",Five men convicted of gang-rape of Danish tourist in India 
6184,"June 6th, 2016 10:59 am",More cultural signage on the way in Denmark 
6185,"June 6th, 2016 10:33 am",New app to help answer expat questions 
6186,"June 6th, 2016 8:58 am",Floating Russian nuclear power plant headed for Great Belt Bridge 
6187,"June 6th, 2016 8:55 am",North Sea nations sign monumental wind energy deal 
6188,"June 6th, 2016 8:49 am",Fences to be built to prevent refugees from crossing Øresund 
6189,"June 6th, 2016 8:48 am",Saturday was Denmark’s hottest day yet – but colder weather now on the way 
6190,"June 5th, 2016 7:00 am",Today’s Date: Constitution Day 
6191,"June 3rd, 2016 2:03 pm",DBU lends support to Slovenian UEFA candidate 
6192,"June 3rd, 2016 12:41 pm",Greenland facing diabetes epidemic 
6193,"June 3rd, 2016 10:53 am",Queen criticised for upcoming Turkey visit 
6194,"June 3rd, 2016 10:30 am","From Kyoto to Karachi, a continent bursting with culture "
6195,"June 3rd, 2016 9:37 am",Denmark ranks second in value of nationality index 
6196,"June 3rd, 2016 8:27 am",Pope Francis coming to Malmö 
6197,"June 2nd, 2016 9:49 pm",Denmark doubles penalties for animal cruelty 
6198,"June 2nd, 2016 7:30 pm",Wakayama Roligans: Denmark’s biggest fans abroad 
6199,"June 2nd, 2016 3:56 pm",Refugee kids breathing new life into Danish rural areas 
6200,"June 2nd, 2016 3:30 pm",Denmark launches Europe’s first organic food business group 
6201,"June 2nd, 2016 3:28 pm",Øresund trains to get much-needed facelift 
6202,"June 2nd, 2016 3:21 pm",Amy Schumer coming to Denmark 
6203,"June 2nd, 2016 3:18 pm",John Kerry to visit Denmark and Greenland 
6204,"June 2nd, 2016 3:16 pm",Danish Parliament passes motion on Western Sahara 
6205,"June 2nd, 2016 12:53 pm",Many Danish kids getting too little vitamin D 
6206,"June 2nd, 2016 12:49 pm",Aldi reports record loss in Denmark 
6207,"June 2nd, 2016 11:51 am",Scores arrested in massive police raid 
6208,"June 2nd, 2016 11:19 am","Danish SU twice as high as in other Nordic countries, but for how much longer? "
6209,"June 2nd, 2016 11:10 am",Sports Calendar: Danish ladies face key Euro ties 
6210,"June 2nd, 2016 10:32 am",More criminals in Denmark sentenced to community service 
6211,"June 2nd, 2016 9:48 am",Drones carrying ladybirds to take on pests on organic fields 
6212,"June 2nd, 2016 8:54 am",Police registering record number of rapes 
6213,"June 2nd, 2016 8:46 am",Copenhagen’s parking meter problem to be completely resolved today 
6214,"June 2nd, 2016 8:43 am",Roskilde Festival now sold out 
6215,"June 1st, 2016 5:00 pm",Majority of Danes approve of sanctions for parents who do not vaccinate their children 
6216,"June 1st, 2016 4:21 pm",Giant penis flower blossoming again 
6217,"June 1st, 2016 3:30 pm",Parliament approves Copenhagen light rail 
6218,"June 1st, 2016 2:40 pm",Aalborg Airport setting high-flying records 
6219,"June 1st, 2016 2:35 pm",Danish government extends temporary border controls with Germany until to November 
6220,"June 1st, 2016 2:25 pm",Memorial park in Denmark to commemorate historic naval battle 
6221,"June 1st, 2016 12:27 pm",Denmark participating for the first time in the world’s largest naval exercise 
6222,"June 1st, 2016 12:25 pm",Total gives up fracking plans in Denmark 
6223,"June 1st, 2016 10:55 am",Denmark expecting a baby boom this summer 
6224,"June 1st, 2016 10:15 am",Copenhagen among world’s top waterfront cities 
6225,"June 1st, 2016 8:55 am",Copenhagen is the Nordic cocaine capital 
6226,"June 1st, 2016 8:42 am",Danish activist released from prison in Bahrain 
6227,"June 1st, 2016 8:39 am",New app to help mentally-ill youngsters sees great results 
6228,"May 31st, 2016 6:21 pm",Danish 17-year-olds get the right to drive 
6229,"May 31st, 2016 6:14 pm",Two separate attempted rapes of young teens in Jutland 
6230,"May 31st, 2016 3:41 pm",Danish immigration minister accused of “misleading Parliament” 
6231,"May 31st, 2016 1:14 pm",Roskilde Festival close to being sold out 
6232,"May 31st, 2016 12:37 pm",Fewer Danish children subjected to physical violence at home 
6233,"May 31st, 2016 12:30 pm",Danes help handicapped friend scale highest Nordic peak 
6234,"May 31st, 2016 12:25 pm",Denmark among most competitive nations in the world 
6235,"May 31st, 2016 10:59 am",Local News in Brief: Over 100 people busted in cannabis action in Christiania 
6236,"May 31st, 2016 9:55 am",Serum Institute: We are nearing the end of the antibiotic era 
6237,"May 31st, 2016 8:44 am",Denmark sweltering through hottest May in perhaps decades 
6238,"May 31st, 2016 8:39 am",Medication prices to remain constant for the next two and a half years 
6239,"May 31st, 2016 8:10 am",Royals only expect annuities to be paid to Prince Christian 
6240,"May 30th, 2016 4:53 pm",Business News in Brief: Arla offers Swedish farmers historically low milk price 
6241,"May 30th, 2016 3:01 pm",Enjoy the Danish summer … but quietly 
6242,"May 30th, 2016 1:33 pm",Germany to store atomic waste at Danish border 
6243,"May 30th, 2016 11:58 am",Danish summer off to a brilliant start 
6244,"May 30th, 2016 11:49 am",Queen to open historic Viking fortress 
6245,"May 30th, 2016 11:17 am",Danish orienteering coach sent home for secretly filming female athletes 
6246,"May 30th, 2016 11:09 am",Denmark to push the green envelope as 3GF hosts 
6247,"May 30th, 2016 10:08 am",More Danes surviving heart attacks 
6248,"May 30th, 2016 8:15 am",Most Danes would cut Prince Joachim’s children off 
6249,"May 30th, 2016 7:44 am",Thousands of Danes dying due to preventable medical errors every year 
6250,"May 30th, 2016 7:00 am",Today’s Date: Final day of Carnival 
6251,"May 29th, 2016 7:00 am",Sports Calendar: Beach balls and deciders 
6252,"May 28th, 2016 7:00 am",Today’s Date: Come out and enjoy 
6253,"May 27th, 2016 4:43 pm",Danish amusement parks raking in the profits 
6254,"May 27th, 2016 2:00 pm",Asylum-seekers walk across Øresund Bridge to Sweden 
6255,"May 27th, 2016 12:00 pm",Kris Kristofferson coming to Denmark 
6256,"May 27th, 2016 10:00 am",Buy your own Danish island 
6257,"May 27th, 2016 8:47 am",Russia blasts Denmark for ‘anti-Russian’ actions 
6258,"May 26th, 2016 7:30 pm",CPH Stage: a festival for the masses or just for the locals? 
6259,"May 26th, 2016 5:08 pm",New digital tool to speed up application process to build house garages and extensions 
6260,"May 26th, 2016 3:46 pm",More young Danes taking a gap year after high school 
6261,"May 26th, 2016 2:29 pm",More jobs in Greater Copenhagen region 
6262,"May 26th, 2016 1:15 pm",Danish government wants harsher punishments for false rape accusations 
6263,"May 26th, 2016 12:40 pm",Distortion rocks out new Royal sponsor 
6264,"May 26th, 2016 12:05 pm",Movia cracking down on ticket cheats 
6265,"May 26th, 2016 11:41 am",Hospital follow-home initiative becoming popular 
6266,"May 26th, 2016 11:30 am",Denmark to help Kenya with waste management and environmental matters 
6267,"May 26th, 2016 11:28 am",One in four Danish women harassed at work 
6268,"May 26th, 2016 10:03 am",SAS gearing up for winter expansion 
6269,"May 26th, 2016 8:53 am",Every fourth Dane prefers the word ‘Neger’ 
6270,"May 26th, 2016 8:25 am",Increasing numbers of workers reporting symptoms that may be tied to toxic chemical exposure 
6271,"May 26th, 2016 7:46 am",New study reveals what Danes are tuning into most on Netflix 
6272,"May 26th, 2016 7:00 am",Today’s Date: The master of light 
6273,"May 25th, 2016 6:00 pm",Police officers who choose Copenhagen will get a bonus 
6274,"May 25th, 2016 5:15 pm",Cost of beer going up at Smukfest 
6275,"May 25th, 2016 2:14 pm",Prices rising at Danish cemeteries 
6276,"May 25th, 2016 2:05 pm",Denmark’s bathing water continues to getting cleaner 
6277,"May 25th, 2016 1:57 pm",Royal Danish Theatre denies being afraid of ‘The Satanic Verses’ 
6278,"May 25th, 2016 12:25 pm",Aarhus among Lonely Planet’s top European destinations 
6279,"May 25th, 2016 11:16 am",Danish student brings his mom to school while he attacks two teachers 
6280,"May 25th, 2016 11:09 am",Danish food products on the menu in Kenya 
6281,"May 25th, 2016 10:17 am",Green efforts paying off for University of Copenhagen 
6282,"May 25th, 2016 10:14 am",Rash of arson fires in Copenhagen 
6283,"May 25th, 2016 8:56 am",Fewer Danish parents getting separated 
6284,"May 25th, 2016 8:51 am",Copenhagen Municipality to fight diabetes in capital region 
6285,"May 25th, 2016 7:00 am",Three nights of wall-to-wall theatre 
6286,"May 24th, 2016 4:30 pm",Bornholm restaurant among the best in Europe 
6287,"May 24th, 2016 4:01 pm",Denmark part of new humanitarian effort 
6288,"May 24th, 2016 2:26 pm",Business News in Brief: Sweden eyeing Danish construction companies 
6289,"May 24th, 2016 2:13 pm",Danish research: Microalgae could help produce medicine more efficiently 
6290,"May 24th, 2016 12:42 pm",Danish beach trash to be tracked and reused 
6291,"May 24th, 2016 12:06 pm",Denmark to welcome home its badminton world champs 
6292,"May 24th, 2016 11:02 am",Danes less active for first time in decades 
6293,"May 24th, 2016 10:55 am",Paul Simon heading to Denmark 
6294,"May 24th, 2016 10:36 am",John Jensen 
6295,"May 24th, 2016 10:34 am",Ejvind Sandal 
6296,"May 24th, 2016 10:33 am",Denmark earmarks millions for fight against global hunger 
6297,"May 24th, 2016 10:30 am",Adil Adenwala 
6298,"May 24th, 2016 10:09 am",Full body bags showing up at random places in Copenhagen 
6299,"May 24th, 2016 9:25 am",Forget the crisis – Iceland survived 500 years of Danish rule 
6300,"May 24th, 2016 8:55 am",New Danish right-wing party on the horizon 
6301,"May 23rd, 2016 10:24 pm",Criminals using gay dating websites to scope out likely victims 
6302,"May 23rd, 2016 9:16 pm","Copenhagen’s municipal kitchens make the switch to organic, hand-cooked meals "
6303,"May 23rd, 2016 6:01 pm",An eventful week for Danish movies at Cannes 
6304,"May 23rd, 2016 4:03 pm",Contractor fired by Danish rail operator over delays 
6305,"May 23rd, 2016 3:43 pm","Lego toys becoming more violent, claims study "
6306,"May 23rd, 2016 3:03 pm",Simon Spies’ legendary  Mercedes going to auction 
6307,"May 23rd, 2016 1:57 pm",Danish teenager sentenced for making terrorist threats on Facebook 
